class,path,height,width,channels,brightness,edge_strength,aspect_ratio,variance,edge_density,color_variance,is_blurry,is_too_dark,is_too_bright,is_low_contrast
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210609_192240_jpg.rf.2371b93562a5a0ab7997608b157aa173.jpg,416,416,3,136.5617256841716,0.012110138698405203,1.0,3183.9360475582566,0.007598696375739645,3207.9921344107156,True,False,False,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210609_192406_jpg.rf.c975440ed4889da93bca711019fc95cd.jpg,416,416,3,123.88723881286982,0.023271432544900744,1.0,2088.129319862902,0.05406342455621302,2303.819404997323,False,False,False,True
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210609_192408_jpg.rf.dde2dd1535b3b01409c6cbe6d616a0ce.jpg,416,416,3,108.25401604105029,0.02653465143603289,1.0,2418.6178041145727,0.06683963572485208,2621.6080440333067,False,False,False,True
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210609_192557_jpg.rf.01406deaae7797dd37425a999b6f2c7b.jpg,416,416,3,112.80816036427515,0.04358972073421351,1.0,2961.955795325984,0.11465074889053255,2973.53480627538,False,False,False,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210609_193101_jpg.rf.7dedd35ab39e8b243942cd1bb8d1d25f.jpg,416,416,3,117.60132558247041,0.021130131629759543,1.0,4096.82624847397,0.03342270710059172,4488.977654358448,True,False,False,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210609_193107_jpg.rf.02d2c86d9ccfee647f5e0b9b29cce9b5.jpg,416,416,3,123.92690805288461,0.019769619673073197,1.0,3906.505307299145,0.026136048446745563,4179.739682447652,True,False,False,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210609_193326_jpg.rf.d93a3a20366f2a1e76af84bc6cdd39c7.jpg,416,416,3,160.47771241678993,0.02146859793416481,1.0,2771.5640026164456,0.06512342825443787,2826.9430614140833,True,False,True,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210609_193333_jpg.rf.cca7a01674527c957fd2d64b20f69812.jpg,416,416,3,153.34123058431953,0.020179525505820656,1.0,2779.065664591432,0.05783676960059172,2840.5909205420307,True,False,True,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210609_193341_jpg.rf.df014be782ae2a167958dd9022a97de5.jpg,416,416,3,154.58403060281066,0.024039936586469288,1.0,2834.4610878962526,0.07412051590236686,2926.063014752308,False,False,True,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210609_193357_jpg.rf.fd16e14a4a434949b8ecef0ff68d1080.jpg,416,416,3,144.52528661242604,0.03586199052037676,1.0,2449.42691005099,0.1071849574704142,2452.7191372928537,False,False,False,True
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210609_193402_jpg.rf.004c661879e2232b25e14956b5aed5c1.jpg,416,416,3,138.64371070636093,0.04412912802245073,1.0,3192.2722350842087,0.14045164571005916,3215.6800546321915,False,False,False,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210610_173613_jpg.rf.f0828e6ab96761e8496534d35e6e822c.jpg,416,416,3,129.602521727071,0.018878361467170677,1.0,3024.7592979123424,0.051376433062130175,3147.2931034056915,True,False,False,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210610_173626_jpg.rf.e6443c39712d63fee9beaad2181ef047.jpg,416,416,3,132.979474852071,0.019916130411433693,1.0,3494.8188279786577,0.05855907914201183,3605.914137128506,True,False,False,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210610_173630_jpg.rf.c6916368de8a35c4ddc32669703c6096.jpg,416,416,3,126.36703148113905,0.0182539245340493,1.0,3254.6286881784654,0.05050966161242604,3349.623073399354,True,False,False,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210610_173656_jpg.rf.ef14ca960a6d5595cd4893da689f6240.jpg,416,416,3,118.72334388868343,0.016453501070676335,1.0,3791.362550477062,0.0393283099112426,3871.98019698564,True,False,False,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210610_173659_jpg.rf.dc94fe96ee1a25a5c7279ee4e7a2b944.jpg,416,416,3,143.03066637389054,0.01995698408262702,1.0,4704.665277445184,0.05376872226331361,4837.598266209163,True,False,False,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210610_173705_jpg.rf.c736e85f289938bd033005d5a7009766.jpg,416,416,3,155.80841461723372,0.019092865905558025,1.0,4390.210157328463,0.052890393860946745,4508.341278096599,True,False,True,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210610_173748_jpg.rf.aa473cfb0657aa269a5140f4020798d0.jpg,416,416,3,107.90194503513314,0.05160325161016159,1.0,3916.103383328525,0.14905579696745563,3925.126895384252,False,False,False,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210610_173807_jpg.rf.9e462ac858d4960fd664615b15edbd66.jpg,416,416,3,118.95026465421597,0.04740790202015973,1.0,4059.8951260163117,0.14898067677514792,4066.907448260116,False,False,False,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210610_174107_jpg.rf.130b57aa99a61b635cff07f4449b926a.jpg,416,416,3,110.81137897559172,0.038580923659036384,1.0,3232.190060052939,0.10170696190828403,3335.965186192916,False,False,False,False
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210610_174429_jpg.rf.4713348f57cc93e73777ebd4e484624c.jpg,416,416,3,144.2094466531065,0.005979795514055153,1.0,2154.2402944515734,0.011383598372781065,2194.511844813312,True,False,False,True
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210610_174432_jpg.rf.fad78afa2a7ead2a4b529e7d757f5005.jpg,416,416,3,144.72328610392012,0.005737472867897672,1.0,1823.5669841072163,0.009927422337278106,1863.6351921108053,True,False,False,True
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210610_174435_jpg.rf.c48e4cf5ee911e7e01f3acc4135850b4.jpg,416,416,3,139.10816729844674,0.006689996389821908,1.0,1766.4380328699406,0.01251040125739645,1809.9403656228594,True,False,False,True
ALIF,notebooks\..\data\structured\train_structured\ALIF\IMG_20210610_174441_jpg.rf.88c0ccf608abb0841f764e8cf1a0c190.jpg,416,416,3,129.8275009245562,0.013798707927918997,1.0,2643.133948303439,0.0340467825443787,2737.6092378756875,True,False,False,False
